id,t0,t1,t2,t3,t4,t5,t6
AT1G04310,2.6855888668,2.66064724672,2.7340339466,3.42278018793,3.69075230718,3.73048779926,4.18354209327
AT1G73500,3.07439696756,3.21247595751,3.83521332812,3.93908236372,3.68608586786,3.49374125637,3.2852739736
AT2G31730,2.54319890019,2.72708544602,2.64378693875,3.28719153034,3.09126540894,3.04764307982,3.17871464118
AT3G59900,5.86421834178,6.27804857647,6.47751435685,6.95869576955,7.5785772395,7.36453245415,7.4386352403
AT5G64900,1.52309352685,1.32494497993,1.09880131521,0.515645177761,1.25602433894,1.3912178076,1.3828332292
