id,AT4G37580,AT5G03280
AT3G15210,-0.645866409316,0.0142927757882
AT1G25560,0.975421352393,0.337798417382
AT1G68840,0.939368780557,0.0952353038001
AT4G16750,-0.968281531118,-0.278767026265
AT5G13910,0.975362570626,0.379486589432
