id,AT4G37580,AT5G03280
AT3G15210,-0.558082247119,-0.58307392169
AT1G25560,0.901590528823,0.294261358419
AT1G68840,0.746673357989,0.36715150264
AT4G16750,-0.797934289407,-0.401873220717
AT5G13910,0.909835648453,0.488415471409
